X,Y,Z
-0.12318017333745956,-0.0523102805018425,0.257742702960968
-0.11784807592630386,-0.05206053704023361,0.25381597876548767
-0.11785005778074265,-0.05209661275148392,0.2569267153739929
-0.11785265058279037,-0.052132926881313324,0.26003512740135193
-0.11785466223955154,-0.0521688312292099,0.26314017176628113
-0.11785653978586197,-0.05220456421375275,0.2662428021430969
-0.1178588792681694,-0.052240289747714996,0.26934197545051575
-0.11786074191331863,-0.05227620154619217,0.272438645362854
-0.11252542585134506,-0.05184755474328995,0.2530040144920349
-0.1125301793217659,-0.051883481442928314,0.25611260533332825
-0.11253509670495987,-0.051919497549533844,0.25921836495399475
-0.11253970116376877,-0.05195535719394684,0.26232191920280457
-0.11254478245973587,-0.0519917830824852,0.2654212713241577
-0.11254948377609253,-0.05202733725309372,0.2685186564922333
-0.11255399137735367,-0.052063196897506714,0.2716125547885895
-0.11255879700183868,-0.05209916830062866,0.2747042179107666
-0.11256369203329086,-0.05213499069213867,0.27779361605644226
-0.11256829649209976,-0.0521707609295845,0.28087949752807617
-0.11257316172122955,-0.05220663547515869,0.2839623987674713
-0.10720353573560715,-0.0515984371304512,0.24908694624900818
-0.10721147805452347,-0.051634714007377625,0.2521953284740448
-0.10721876472234726,-0.05167083442211151,0.2553013563156128
-0.10722610354423523,-0.05170666426420212,0.25840431451797485
-0.10723350197076797,-0.051742710173130035,0.2615043818950653
-0.10724101215600967,-0.05177873373031616,0.2646027207374573
-0.1072487160563469,-0.05181485414505005,0.26769697666168213
-0.10725661367177963,-0.051850929856300354,0.27078843116760254
-0.10726455599069595,-0.05188710242509842,0.2738770842552185
-0.10727157443761826,-0.051922500133514404,0.2769637405872345
-0.10727884620428085,-0.05195871740579605,0.2800479233264923
-0.10728616267442703,-0.05199441313743591,0.2831287682056427
-0.10729385167360306,-0.05203021317720413,0.28620636463165283
-0.10730118304491043,-0.05206584930419922,0.2892814874649048
-0.10730866342782974,-0.05210193246603012,0.2923535406589508
-0.10731568932533264,-0.052137263119220734,0.29542461037635803
-0.10189631581306458,-0.051386237144470215,0.24828040599822998
-0.1019059345126152,-0.05142245441675186,0.25138822197914124
-0.1019163653254509,-0.05145864933729172,0.2544912099838257
-0.10192687064409256,-0.05149470269680023,0.2575916051864624
-0.1019367054104805,-0.051530808210372925,0.260689377784729
-0.10194680839776993,-0.05156666040420532,0.26378417015075684
-0.10195714980363846,-0.05160285532474518,0.2668774724006653
-0.10196726769208908,-0.051638759672641754,0.2699667811393738
-0.10197744518518448,-0.051674872636795044,0.27305328845977783
-0.10198766738176346,-0.05171094834804535,0.2761363983154297
-0.1019974797964096,-0.051746755838394165,0.27921777963638306
-0.10200747102499008,-0.051782652735710144,0.28229665756225586
-0.10201790928840637,-0.05181841552257538,0.2853720784187317
-0.10202830284833908,-0.051854491233825684,0.2884446382522583
-0.10203814506530762,-0.051890045404434204,0.2915145754814148
-0.10204845666885376,-0.05192594230175018,0.29458165168762207
-0.10205837339162827,-0.05196180194616318,0.2976472079753876
-0.10206861048936844,-0.05199739336967468,0.3007087707519531
-0.10207910090684891,-0.05203331261873245,0.3037673234939575
-0.10208845883607864,-0.052068933844566345,0.30682432651519775
-0.09658236056566238,-0.05113751441240311,0.2443717122077942
-0.09659481793642044,-0.05117370933294296,0.2474786937236786
-0.09660815447568893,-0.05121002346277237,0.25058215856552124
-0.09662078320980072,-0.051246292889118195,0.25368425250053406
-0.09663400799036026,-0.05128265172243118,0.2567819356918335
-0.09664700925350189,-0.051318973302841187,0.25987720489501953
-0.09665984660387039,-0.051355257630348206,0.2629695236682892
-0.09667247533798218,-0.05139102786779404,0.26605939865112305
-0.09668531268835068,-0.05142702907323837,0.2691475749015808
-0.09669842571020126,-0.05146334320306778,0.27223116159439087
-0.09671080112457275,-0.05149911344051361,0.2753126323223114
-0.09672384709119797,-0.051535122096538544,0.2783907651901245
-0.09673655033111572,-0.051571331918239594,0.28146663308143616
-0.09674937278032303,-0.0516071617603302,0.2845405042171478
-0.09676219522953033,-0.05164295434951782,0.2876104712486267
-0.09677518904209137,-0.05167894810438156,0.29067763686180115
-0.09678806364536285,-0.05171468108892441,0.29374268651008606
-0.09680116176605225,-0.05175098031759262,0.29680418968200684
-0.09681320935487747,-0.0517861470580101,0.2998652160167694
-0.09682614356279373,-0.05182202160358429,0.30292144417762756
-0.09683874994516373,-0.051857732236385345,0.30597543716430664
-0.09685193002223969,-0.051893673837184906,0.3090263307094574
-0.09686456620693207,-0.051929086446762085,0.3120748996734619
-0.09687752276659012,-0.05196496844291687,0.31512150168418884
-0.09688997268676758,-0.05200054496526718,0.31816479563713074
-0.09128830581903458,-0.05092556029558182,0.24357375502586365
-0.09130410104990005,-0.050962209701538086,0.24667750298976898
-0.09132000058889389,-0.050998590886592865,0.24977895617485046
-0.09133531153202057,-0.05103444308042526,0.25287729501724243
-0.09135086089372635,-0.05107100307941437,0.2559744119644165
-0.09136670082807541,-0.05110728740692139,0.25906676054000854
-0.09138190001249313,-0.05114315450191498,0.26215696334838867
-0.0913977399468422,-0.051179371774196625,0.2652435898780823
-0.09141325950622559,-0.05121566355228424,0.2683282494544983
-0.09142887592315674,-0.05125205218791962,0.27141058444976807
-0.09144432097673416,-0.051288045942783356,0.27448949217796326
-0.09146002680063248,-0.051324255764484406,0.2775656282901764
-0.09147567301988602,-0.05136030167341232,0.2806386351585388
-0.09149046987295151,-0.05139593780040741,0.28370946645736694
-0.09150610119104385,-0.05143193155527115,0.2867780327796936
-0.0915217399597168,-0.051468126475811005,0.28984299302101135
-0.09153765439987183,-0.05150406062602997,0.29290491342544556
-0.0915527194738388,-0.051539815962314606,0.29596495628356934
-0.091568224132061,-0.051576025784015656,0.29902151226997375
-0.09158409386873245,-0.051611751317977905,0.30207666754722595
