X,Y,Z
-0.0572054386138916,-0.33831101655960083,-0.4497075378894806
-0.057489752769470215,-0.3384609520435333,-0.445989727973938
-0.05777284502983093,-0.33861058950424194,-0.44227510690689087
-0.05048032104969025,-0.33727604150772095,-0.4533197283744812
-0.050767481327056885,-0.3374266028404236,-0.449601948261261
-0.0510537326335907,-0.3375765085220337,-0.44588497281074524
-0.051340535283088684,-0.33772680163383484,-0.4421745538711548
-0.051626160740852356,-0.3378766179084778,-0.43846723437309265
-0.05191147327423096,-0.3380259871482849,-0.4347631633281708
-0.05219709873199463,-0.33817553520202637,-0.43106380105018616
-0.043472886085510254,-0.336092084646225,-0.460652619600296
-0.04376332461833954,-0.33624300360679626,-0.45692941546440125
-0.044053733348846436,-0.3363940119743347,-0.45321089029312134
-0.04434305429458618,-0.33654433488845825,-0.44949519634246826
-0.044632285833358765,-0.33669498562812805,-0.4457836449146271
-0.044921860098838806,-0.336845338344574,-0.4420757293701172
-0.04521027207374573,-0.3369951844215393,-0.43837153911590576
-0.045498982071876526,-0.3371453881263733,-0.4346720576286316
-0.045787155628204346,-0.33729541301727295,-0.4309764802455902
-0.046073973178863525,-0.3374444842338562,-0.42728304862976074
-0.04636213183403015,-0.33759433031082153,-0.42359405755996704
-0.0466495156288147,-0.3377434313297272,-0.4199090898036957
-0.03675858676433563,-0.3350592255592346,-0.4642605483531952
-0.03705202043056488,-0.3352105915546417,-0.4605359137058258
-0.037345439195632935,-0.3353620767593384,-0.45681649446487427
-0.037637338042259216,-0.3355127274990082,-0.45310041308403015
-0.037929847836494446,-0.3356636166572571,-0.44938838481903076
-0.03822261095046997,-0.33581462502479553,-0.4456813931465149
-0.03851404786109924,-0.3359648585319519,-0.4419773817062378
-0.038805678486824036,-0.3361150622367859,-0.4382757246494293
-0.03909707069396973,-0.33626580238342285,-0.43457964062690735
-0.03938788175582886,-0.3364158570766449,-0.43088722229003906
-0.039678044617176056,-0.3365652561187744,-0.427198201417923
-0.039968475699424744,-0.3367152810096741,-0.42351311445236206
-0.04025885462760925,-0.33686497807502747,-0.41983136534690857
-0.040547892451286316,-0.3370143473148346,-0.4161533713340759
-0.04083772003650665,-0.33716344833374023,-0.4124804437160492
-0.030052706599235535,-0.33402714133262634,-0.46786534786224365
-0.0303499773144722,-0.33417969942092896,-0.4641423225402832
-0.03064563125371933,-0.3343312740325928,-0.460421621799469
-0.030941516160964966,-0.3344825208187103,-0.45670464634895325
-0.03123682737350464,-0.33463379740715027,-0.45299264788627625
-0.03153209388256073,-0.33478492498397827,-0.44928452372550964
-0.03182630240917206,-0.33493557572364807,-0.44557976722717285
-0.03212129324674606,-0.3350867033004761,-0.44187918305397034
-0.03241565078496933,-0.33523738384246826,-0.4381828010082245
-0.032709792256355286,-0.33538818359375,-0.43448901176452637
-0.033003561198711395,-0.3355385363101959,-0.4308003783226013
-0.03329664468765259,-0.3356887102127075,-0.42711490392684937
-0.03359007090330124,-0.33583879470825195,-0.4234338700771332
-0.033882297575473785,-0.3359881043434143,-0.4197557270526886
-0.03417499363422394,-0.33613839745521545,-0.41608113050460815
-0.03446708619594574,-0.3362879753112793,-0.4124107360839844
